Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;34.500;+34;311;1.724;27.5.2020
Bayern;46.458;+2;631;2.404;27.5.2020
Berlin;6.673;+21;128;193;27.5.2020
Brandenburg;3.246;+10;33;154;27.5.2020
Bremen;1.322;+9;65;42;27.5.2020
Hamburg;5.072;+3;23;242;27.5.2020
Hessen;9.860;+56;314;466;27.5.2020
Mecklenburg-Vorpommern;760;0;9;20;27.5.2020
Niedersachsen;11.678;+32;330;578;27.5.2020
Nordrhein-Westfalen;37.541;+146;712;1.577;27.5.2020
Rheinland-Pfalz;6.611;+11;67;229;27.5.2020
Saarland;2.730;+3;21;160;27.5.2020
Sachsen;5.247;+11;69;208;27.5.2020
Sachsen-Anhalt;1.698;0;12;55;27.5.2020
Schleswig-Holstein;3.070;+3;53;140;27.5.2020
Thüringen;2.898;+21;109;157;27.5.2020
Gesamt;179.364;+362;2.887;8.349;27.5.2020
