Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;34.958;+21;162;1.795;9.6.2020
Bayern;47.423;+52;305;2.521;9.6.2020
Berlin;7.042;+26;200;205;9.6.2020
Brandenburg;3.302;-2;24;160;9.6.2020
Bremen;1.532;+1;96;43;9.6.2020
Hamburg;5.117;+2;21;254;9.6.2020
Hessen;10.237;+30;159;484;9.6.2020
Mecklenburg-Vorpommern;780;+6;13;20;9.6.2020
Niedersachsen;12.601;+92;485;606;9.6.2020
Nordrhein-Westfalen;38.743;+83;633;1.635;9.6.2020
Rheinland-Pfalz;6.787;+6;79;230;9.6.2020
Saarland;2.754;+7;22;167;9.6.2020
Sachsen;5.333;+3;30;217;9.6.2020
Sachsen-Anhalt;1.720;0;12;56;9.6.2020
Schleswig-Holstein;3.114;+4;10;148;9.6.2020
Thüringen;3.100;+19;73;170;9.6.2020
Gesamt;184.543;350;2.324;8.711;9.6.2020
