Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;313.518;1.119;5.288;8.005;25.2.2021
Bayern;432.364;1.978;7.663;12.281;25.2.2021
Berlin;127.930;447;2.013;2.780;25.2.2021
Brandenburg;75.649;312;1.580;2.957;25.2.2021
Bremen;17.705;121;517;329;25.2.2021
Hamburg;50.919;246;1.187;1.251;25.2.2021
Hessen;186.288;854;3.875;5.775;25.2.2021
Mecklenburg-Vorpommern;23.938;226;1.044;719;25.2.2021
Niedersachsen;161.643;1.241;5.013;4.230;25.2.2021
Nordrhein-Westfalen;526.695;2.673;11.532;12.875;25.2.2021
Rheinland-Pfalz;101.009;376;2.141;3.062;25.2.2021
Saarland;28.525;156;624;857;25.2.2021
Sachsen;192.399;836;2.903;7.574;25.2.2021
Sachsen-Anhalt;59.480;431;1.870;2.358;25.2.2021
Schleswig-Holstein;41.739;271;1.478;1.262;25.2.2021
Thüringen;74.886;582;2.547;2.810;25.2.2021
Gesamt;2.414.687;11.869;51.275;69.125;25.2.2021
