Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;227.305;1.951;19.458;4.400;26.12.2020
Bayern;308.651;2.785;23.678;6.150;26.12.2020
Berlin;92.346;278;5.637;1.118;26.12.2020
Brandenburg;36.214;341;3.657;771;26.12.2020
Bremen;13.134;35;772;178;26.12.2020
Hamburg;34.813;359;2.646;584;26.12.2020
Hessen;130.109;903;10.653;2.423;26.12.2020
Mecklenburg-Vorpommern;10.841;160;1.335;139;26.12.2020
Niedersachsen;101.877;1.534;8.184;1.774;26.12.2020
Nordrhein-Westfalen;375.714;2.416;29.053;5.888;26.12.2020
Rheinland-Pfalz;68.113;567;5.623;1.229;26.12.2020
Saarland;19.122;184;1.574;406;26.12.2020
Sachsen;121.060;1.290;16.440;2.682;26.12.2020
Sachsen-Anhalt;26.569;605;4.142;502;26.12.2020
Schleswig-Holstein;23.094;230;2.689;359;26.12.2020
Thüringen;38.141;817;6.462;819;26.12.2020
Gesamt;1.627.103;14.455;142.003;29.422;26.12.2020
