Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;35.694;+74;231;1.838;1.7.2020
Bayern;48.480;+80;373;2.594;1.7.2020
Berlin;8.243;+23;240;214;1.7.2020
Brandenburg;3.440;+11;32;165;1.7.2020
Bremen;1.667;+5;14;53;1.7.2020
Hamburg;5.204;+3;34;259;1.7.2020
Hessen;10.811;+16;153;507;1.7.2020
Mecklenburg-Vorpommern;803;+1;9;20;1.7.2020
Niedersachsen;13.577;+42;194;629;1.7.2020
Nordrhein-Westfalen;43.242;+176;1.343;1.683;1.7.2020
Rheinland-Pfalz;7.022;+26;81;235;1.7.2020
Saarland;2.806;0;6;173;1.7.2020
Sachsen;5.451;+3;13;223;1.7.2020
Sachsen-Anhalt;1.873;+2;15;59;1.7.2020
Schleswig-Holstein;3.159;+5;21;152;1.7.2020
Thüringen;3.253;-1;16;181;1.7.2020
Gesamt;194.725;+466;2.775;8.985;1.7.2020
