Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;133.583;+1.572;15.471;2.449;23.11.2020
Bayern;183.189;+2.188;23.144;3.440;23.11.2020
Berlin;56.504;+436;8.064;449;23.11.2020
Brandenburg;15.673;+358;2.427;280;23.11.2020
Bremen;9.284;+72;998;108;23.11.2020
Hamburg;22.702;+171;1.952;338;23.11.2020
Hessen;76.341;+552;10.401;1.033;23.11.2020
Mecklenburg-Vorpommern;5.189;+35;748;53;23.11.2020
Niedersachsen;63.305;+752;7.143;1.010;23.11.2020
Nordrhein-Westfalen;233.020;+2.044;28.666;2.977;23.11.2020
Rheinland-Pfalz;38.309;+722;5.297;420;23.11.2020
Saarland;11.385;+40;1.066;236;23.11.2020
Sachsen;43.967;+1.370;7.942;667;23.11.2020
Sachsen-Anhalt;10.030;+239;1.661;122;23.11.2020
Schleswig-Holstein;12.912;+121;1.350;234;23.11.2020
Thüringen;13.740;+192;2.658;296;23.11.2020
Gesamt;929.133;+10.864;118.988;14.112;23.11.2020
