Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;202.113;7.756;21.502;3.795;18.12.2020
Bayern;278.006;5.123;27.803;5.483;18.12.2020
Berlin;83.697;1.444;6.566;959;18.12.2020
Brandenburg;30.092;877;4.057;623;18.12.2020
Bremen;12.232;146;870;165;18.12.2020
Hamburg;31.044;485;2.439;514;18.12.2020
Hessen;115.473;1.475;11.211;2.004;18.12.2020
Mecklenburg-Vorpommern;9.227;288;1.607;111;18.12.2020
Niedersachsen;91.188;2.290;7.825;1.576;18.12.2020
Nordrhein-Westfalen;339.176;6.492;32.349;5.075;18.12.2020
Rheinland-Pfalz;60.761;1.112;6.718;1.000;18.12.2020
Saarland;17.114;591;1.727;338;18.12.2020
Sachsen;98.877;3.261;16.894;2.013;18.12.2020
Sachsen-Anhalt;20.855;699;3.384;338;18.12.2020
Schleswig-Holstein;19.806;472;2.705;319;18.12.2020
Thüringen;30.277;1.266;6.057;625;18.12.2020
Gesamt;1.439.938;33.777;153.714;24.938;18.12.2020
