Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;149.318;1.431;14.723;2.715;30.11.2020
Bayern;207.159;1.948;22.983;3.801;30.11.2020
Berlin;64.220;1.156;7.301;553;30.11.2020
Brandenburg;18.740;252;2.419;337;30.11.2020
Bremen;9.909;37;633;118;30.11.2020
Hamburg;24.705;103;1.471;372;30.11.2020
Hessen;86.792;513;9.393;1.248;30.11.2020
Mecklenburg-Vorpommern;5.950;42;757;61;30.11.2020
Niedersachsen;71.265;408;6.619;1.152;30.11.2020
Nordrhein-Westfalen;260.646;2.256;26.479;3.435;30.11.2020
Rheinland-Pfalz;43.618;582;4.815;517;30.11.2020
Saarland;12.673;187;1.097;252;30.11.2020
Sachsen;55.274;1.470;9.874;922;30.11.2020
Sachsen-Anhalt;12.339;401;2.155;165;30.11.2020
Schleswig-Holstein;14.263;71;1.330;253;30.11.2020
Thüringen;16.998;312;3.033;347;30.11.2020
Gesamt;1.053.869;11.169;115.082;16.248;30.11.2020
