Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;310.854;855;4.918;7.939;21.2.2021
Bayern;428.292;1.115;7.606;12.112;21.2.2021
Berlin;126.825;252;2.066;2.727;21.2.2021
Brandenburg;74.843;245;1.617;2.912;21.2.2021
Bremen;17.425;85;524;326;21.2.2021
Hamburg;50.179;278;1.234;1.223;21.2.2021
Hessen;184.252;555;3.773;5.664;21.2.2021
Mecklenburg-Vorpommern;23.358;140;1.071;689;21.2.2021
Niedersachsen;158.597;669;5.015;4.096;21.2.2021
Nordrhein-Westfalen;520.639;1.880;10.941;12.621;21.2.2021
Rheinland-Pfalz;99.781;228;1.982;2.989;21.2.2021
Saarland;28.056;0;465;848;21.2.2021
Sachsen;190.482;511;2.845;7.457;21.2.2021
Sachsen-Anhalt;58.480;312;1.921;2.292;21.2.2021
Schleswig-Holstein;41.003;207;1.480;1.205;21.2.2021
Thüringen;73.493;344;2.628;2.741;21.2.2021
Gesamt;2.386.559;7.676;50.086;67.841;21.2.2021
