Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;300.693;461;6.748;7.426;8.2.2021
Bayern;413.863;855;10.066;11.146;8.2.2021
Berlin;122.606;150;2.620;2.471;8.2.2021
Brandenburg;71.035;105;2.220;2.630;8.2.2021
Bremen;16.543;49;554;290;8.2.2021
Hamburg;47.698;116;1.186;1.145;8.2.2021
Hessen;177.127;196;5.042;5.182;8.2.2021
Mecklenburg-Vorpommern;21.288;81;1.356;552;8.2.2021
Niedersachsen;148.580;472;5.524;3.596;8.2.2021
Nordrhein-Westfalen;500.268;813;12.988;11.565;8.2.2021
Rheinland-Pfalz;95.727;290;2.496;2.732;8.2.2021
Saarland;26.920;31;1.108;786;8.2.2021
Sachsen;184.791;457;4.080;6.794;8.2.2021
Sachsen-Anhalt;54.782;190;2.494;1.978;8.2.2021
Schleswig-Holstein;37.985;92;1.784;1.016;8.2.2021
Thüringen;68.639;177;2.943;2.366;8.2.2021
Gesamt;2.288.545;4.535;63.209;61.675;8.2.2021
