Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;281.393;1.914;10.684;6.514;22.1.2021
Bayern;385.784;2.677;15.082;9.420;22.1.2021
Berlin;115.506;900;4.118;1.996;22.1.2021
Brandenburg;61.997;1.172;4.902;1.849;22.1.2021
Bremen;15.248;97;551;248;22.1.2021
Hamburg;43.919;306;1.523;962;22.1.2021
Hessen;163.853;1.532;7.488;4.318;22.1.2021
Mecklenburg-Vorpommern;17.826;273;1.732;344;22.1.2021
Niedersachsen;133.417;1.322;7.095;2.900;22.1.2021
Nordrhein-Westfalen;464.139;3.430;19.273;9.773;22.1.2021
Rheinland-Pfalz;87.855;815;4.095;2.216;22.1.2021
Saarland;23.873;245;1.100;654;22.1.2021
Sachsen;171.878;1.094;6.887;5.517;22.1.2021
Sachsen-Anhalt;46.137;689;4.051;1.333;22.1.2021
Schleswig-Holstein;32.820;523;2.667;725;22.1.2021
Thüringen;60.617;873;4.660;1.873;22.1.2021
Gesamt;2.106.262;17.862;95.908;50.642;22.1.2021
