Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;299.122;1.128;6.871;7.403;6.2.2021
Bayern;411.621;1.616;10.336;11.096;6.2.2021
Berlin;122.229;351;2.482;2.454;6.2.2021
Brandenburg;70.656;423;2.327;2.622;6.2.2021
Bremen;16.436;81;555;286;6.2.2021
Hamburg;47.412;221;1.148;1.140;6.2.2021
Hessen;176.138;760;5.102;5.148;6.2.2021
Mecklenburg-Vorpommern;21.052;203;1.353;542;6.2.2021
Niedersachsen;147.195;990;5.364;3.550;6.2.2021
Nordrhein-Westfalen;497.667;2.184;13.527;11.497;6.2.2021
Rheinland-Pfalz;95.250;449;2.684;2.720;6.2.2021
Saarland;26.709;209;1.142;775;6.2.2021
Sachsen;183.812;702;3.966;6.739;6.2.2021
Sachsen-Anhalt;54.257;432;2.548;1.956;6.2.2021
Schleswig-Holstein;37.611;252;1.849;1.006;6.2.2021
Thüringen;68.227;484;3.072;2.352;6.2.2021
Gesamt;2.275.394;10.485;64.326;61.286;6.2.2021
