Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;311.525;368;4.979;7.966;23.2.2021
Bayern;429.436;412;7.586;12.176;23.2.2021
Berlin;127.187;289;2.009;2.740;23.2.2021
Brandenburg;75.045;90;1.592;2.938;23.2.2021
Bremen;17.518;33;522;327;23.2.2021
Hamburg;50.511;219;1.210;1.224;23.2.2021
Hessen;184.753;306;3.805;5.714;23.2.2021
Mecklenburg-Vorpommern;23.507;71;1.080;705;23.2.2021
Niedersachsen;159.653;457;5.138;4.142;23.2.2021
Nordrhein-Westfalen;522.184;627;10.882;12.720;23.2.2021
Rheinland-Pfalz;100.354;235;2.171;3.020;23.2.2021
Saarland;28.235;179;552;851;23.2.2021
Sachsen;191.049;235;2.879;7.494;23.2.2021
Sachsen-Anhalt;58.817;143;1.910;2.307;23.2.2021
Schleswig-Holstein;41.210;95;1.431;1.230;23.2.2021
Thüringen;73.827;124;2.556;2.764;23.2.2021
Gesamt;2.394.811;3.883;50.302;68.318;23.2.2021
