Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;34.965;+7;156;1.798;10.6.2020
Bayern;47.479;+56;322;2.531;10.6.2020
Berlin;7.082;+40;200;206;10.6.2020
Brandenburg;3.309;+7;20;160;10.6.2020
Bremen;1.547;+15;100;43;10.6.2020
Hamburg;5.121;+4;24;254;10.6.2020
Hessen;10.256;+19;154;485;10.6.2020
Mecklenburg-Vorpommern;777;-3;16;20;10.6.2020
Niedersachsen;12.626;+25;452;607;10.6.2020
Nordrhein-Westfalen;38.845;+102;656;1.636;10.6.2020
Rheinland-Pfalz;6.810;+23;94;231;10.6.2020
Saarland;2.763;+9;29;167;10.6.2020
Sachsen;5.337;+4;30;217;10.6.2020
Sachsen-Anhalt;1.721;+1;10;56;10.6.2020
Schleswig-Holstein;3.115;+1;10;148;10.6.2020
Thüringen;3.108;+8;76;170;10.6.2020
Gesamt;184.861;+318;2.349;8.729;10.6.2020
