Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;36.731;+166;401;1.839;24.7.2020
Bayern;50.112;+63;442;2.619;24.7.2020
Berlin;8.894;+34;148;222;24.7.2020
Brandenburg;3.523;+13;50;168;24.7.2020
Bremen;1.733;+6;32;55;24.7.2020
Hamburg;5.275;+24;40;261;24.7.2020
Hessen;11.591;+57;251;517;24.7.2020
Mecklenburg-Vorpommern;826;+11;21;20;24.7.2020
Niedersachsen;14.185;+52;256;647;24.7.2020
Nordrhein-Westfalen;46.956;+341;1.203;1.726;24.7.2020
Rheinland-Pfalz;7.397;+23;106;238;24.7.2020
Saarland;2.841;+1;14;174;24.7.2020
Sachsen;5.506;+3;21;225;24.7.2020
Sachsen-Anhalt;1.975;+2;37;63;24.7.2020
Schleswig-Holstein;3.299;+7;61;155;24.7.2020
Thüringen;3.339;+12;21;182;24.7.2020
Gesamt;204.183;+815;3.104;9.111;24.7.2020
