Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;34.898;+28;138;1.790;6.6.2020
Bayern;47.326;+58;362;2.489;6.6.2020
Berlin;6.964;+18;175;201;6.6.2020
Brandenburg;3.294;+6;18;158;6.6.2020
Bremen;1.513;+15;109;44;6.6.2020
Hamburg;5.111;+4;24;254;6.6.2020
Hessen;10.171;+8;141;483;6.6.2020
Mecklenburg-Vorpommern;766;+2;5;20;6.6.2020
Niedersachsen;12.399;+122;408;605;6.6.2020
Nordrhein-Westfalen;38.524;+85;585;1.622;6.6.2020
Rheinland-Pfalz;6.761;+29;68;230;6.6.2020
Saarland;2.740;+2;16;166;6.6.2020
Sachsen;5.321;+6;22;212;6.6.2020
Sachsen-Anhalt;1.717;+5;12;55;6.6.2020
Schleswig-Holstein;3.107;+4;15;147;6.6.2020
Thüringen;3.066;+15;62;170;6.6.2020
Gesamt;183.678;+407;2.160;8.646;6.6.2020
