Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;96.602;+3.338;14.217;2.107;7.11.2020
Bayern;127.614;+4.389;21.046;2.905;7.11.2020
Berlin;38.686;+1.329;6.567;292;7.11.2020
Brandenburg;10.086;+526;1.671;213;7.11.2020
Bremen;6.872;+273;1.537;85;7.11.2020
Hamburg;16.263;+485;2.002;298;7.11.2020
Hessen;51.438;+2.111;10.079;741;7.11.2020
Mecklenburg-Vorpommern;3.580;+165;774;29;7.11.2020
Niedersachsen;44.009;+1.302;6.862;811;7.11.2020
Nordrhein-Westfalen;164.919;+5.892;30.231;2.334;7.11.2020
Rheinland-Pfalz;25.342;+1.022;4.813;316;7.11.2020
Saarland;8.130;+365;1.458;199;7.11.2020
Sachsen;24.255;+1.298;5.284;389;7.11.2020
Sachsen-Anhalt;6.482;+312;1.278;89;7.11.2020
Schleswig-Holstein;9.590;+274;1.507;200;7.11.2020
Thüringen;8.620;+318;1.548;218;7.11.2020
Gesamt;642.488;+23.399;110.874;11.226;7.11.2020
