Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;49.707;+286;1.576;1.886;1.10.2020
Bayern;68.482;+486;2.087;2.663;1.10.2020
Berlin;14.788;+288;1.103;228;1.10.2020
Brandenburg;4.300;+42;131;169;1.10.2020
Bremen;2.471;+36;213;59;1.10.2020
Hamburg;7.896;+59;410;271;1.10.2020
Hessen;19.089;+144;1.015;551;1.10.2020
Mecklenburg-Vorpommern;1.195;+15;54;20;1.10.2020
Niedersachsen;20.290;+128;810;685;1.10.2020
Nordrhein-Westfalen;70.580;+758;3.696;1.880;1.10.2020
Rheinland-Pfalz;10.740;+42;422;255;1.10.2020
Saarland;3.315;+18;47;177;1.10.2020
Sachsen;7.288;+86;327;235;1.10.2020
Sachsen-Anhalt;2.654;+35;138;68;1.10.2020
Schleswig-Holstein;4.821;+49;268;162;1.10.2020
Thüringen;4.106;+31;96;191;1.10.2020
Gesamt;291.722;+2.503;12.393;9.500;1.10.2020
