Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;36.162;+51;223;1.838;15.7.2020
Bayern;49.427;+77;437;2.613;15.7.2020
Berlin;8.674;+18;151;220;15.7.2020
Brandenburg;3.465;+3;17;167;15.7.2020
Bremen;1.691;0;10;55;15.7.2020
Hamburg;5.231;0;7;261;15.7.2020
Hessen;11.217;+11;201;514;15.7.2020
Mecklenburg-Vorpommern;804;0;0;20;15.7.2020
Niedersachsen;13.848;+25;84;642;15.7.2020
Nordrhein-Westfalen;45.233;+118;889;1.708;15.7.2020
Rheinland-Pfalz;7.222;+26;118;236;15.7.2020
Saarland;2.823;+4;15;174;15.7.2020
Sachsen;5.478;+2;12;225;15.7.2020
Sachsen-Anhalt;1.921;+2;21;62;15.7.2020
Schleswig-Holstein;3.229;+8;35;154;15.7.2020
Thüringen;3.301;+6;17;182;15.7.2020
Gesamt;199.726;+351;2.237;9.071;15.7.2020
