Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;285.615;474;9.656;6.728;26.1.2021
Bayern;391.863;760;13.654;9.773;26.1.2021
Berlin;117.114;372;3.731;2.067;26.1.2021
Brandenburg;64.265;621;4.061;2.028;26.1.2021
Bremen;15.467;32;518;255;26.1.2021
Hamburg;44.919;201;1.555;990;26.1.2021
Hessen;166.452;233;6.814;4.494;26.1.2021
Mecklenburg-Vorpommern;18.569;107;1.650;384;26.1.2021
Niedersachsen;136.795;593;6.682;3.031;26.1.2021
Nordrhein-Westfalen;472.482;1.403;18.381;10.161;26.1.2021
Rheinland-Pfalz;89.830;384;4.104;2.330;26.1.2021
Saarland;24.396;108;1.101;696;26.1.2021
Sachsen;175.171;353;6.553;5.799;26.1.2021
Sachsen-Anhalt;48.795;390;4.298;1.493;26.1.2021
Schleswig-Holstein;33.972;111;2.606;769;26.1.2021
Thüringen;62.372;270;4.145;1.992;26.1.2021
Gesamt;2.148.077;6.412;89.509;52.990;26.1.2021
