Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;87.685;+2.243;13.079;2.056;4.11.2020
Bayern;115.869;+3.568;18.602;2.843;4.11.2020
Berlin;34.823;+1.513;6.104;265;4.11.2020
Brandenburg;8.761;+70;1.422;203;4.11.2020
Bremen;6.108;+207;1.428;78;4.11.2020
Hamburg;14.744;+456;1.851;294;4.11.2020
Hessen;45.819;+1.221;9.781;699;4.11.2020
Mecklenburg-Vorpommern;3.076;+159;696;23;4.11.2020
Niedersachsen;39.964;+1.102;7.128;782;4.11.2020
Nordrhein-Westfalen;148.699;+4.562;30.030;2.236;4.11.2020
Rheinland-Pfalz;22.466;+679;4.367;301;4.11.2020
Saarland;7.313;+85;1.428;194;4.11.2020
Sachsen;20.140;+651;4.567;350;4.11.2020
Sachsen-Anhalt;5.582;+159;1.111;86;4.11.2020
Schleswig-Holstein;8.833;+233;1.581;190;4.11.2020
Thüringen;7.711;+306;1.431;212;4.11.2020
Gesamt;577.593;+17.214;104.606;10.812;4.11.2020
