Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;309.999;995;4.653;7.926;20.2.2021
Bayern;427.177;1.351;7.302;12.099;20.2.2021
Berlin;126.573;372;1.915;2.720;20.2.2021
Brandenburg;74.598;240;1.621;2.907;20.2.2021
Bremen;17.340;170;483;321;20.2.2021
Hamburg;49.901;154;1.052;1.216;20.2.2021
Hessen;183.697;586;3.606;5.642;20.2.2021
Mecklenburg-Vorpommern;23.218;198;1.082;685;20.2.2021
Niedersachsen;157.928;1.350;4.871;4.084;20.2.2021
Nordrhein-Westfalen;518.759;1.722;10.392;12.595;20.2.2021
Rheinland-Pfalz;99.553;348;1.972;2.989;20.2.2021
Saarland;28.056;118;517;848;20.2.2021
Sachsen;189.971;437;2.637;7.443;20.2.2021
Sachsen-Anhalt;58.168;363;1.914;2.285;20.2.2021
Schleswig-Holstein;40.796;259;1.464;1.205;20.2.2021
Thüringen;73.149;501;2.561;2.731;20.2.2021
Gesamt;2.378.883;9.164;48.042;67.696;20.2.2021
