Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;190.418;2.177;21.156;3.524;15.12.2020
Bayern;261.306;1.513;25.273;4.936;15.12.2020
Berlin;79.807;1.011;6.748;846;15.12.2020
Brandenburg;27.459;507;3.822;500;15.12.2020
Bremen;11.736;22;887;159;15.12.2020
Hamburg;29.711;303;2.370;481;15.12.2020
Hessen;109.734;1.418;11.546;1.834;15.12.2020
Mecklenburg-Vorpommern;8.315;83;1.466;100;15.12.2020
Niedersachsen;86.345;616;7.259;1.454;15.12.2020
Nordrhein-Westfalen;322.051;4.085;30.832;4.615;15.12.2020
Rheinland-Pfalz;57.462;1.117;6.822;888;15.12.2020
Saarland;16.098;102;1.853;313;15.12.2020
Sachsen;86.806;-1;13.383;1.702;15.12.2020
Sachsen-Anhalt;18.985;461;3.338;289;15.12.2020
Schleswig-Holstein;18.341;241;2.376;295;15.12.2020
Thüringen;26.936;777;5.354;539;15.12.2020
Gesamt;1.351.510;14.432;144.485;22.475;15.12.2020
