Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;295.395;1.140;7.843;7.227;3.2.2021
Bayern;405.666;1.451;10.952;10.767;3.2.2021
Berlin;120.750;353;2.655;2.328;3.2.2021
Brandenburg;69.231;537;2.830;2.449;3.2.2021
Bremen;16.155;122;606;278;3.2.2021
Hamburg;46.554;0*;1.103;1.074;3.2.2021
Hessen;173.312;945;5.523;4.989;3.2.2021
Mecklenburg-Vorpommern;20.284;262;1.300;480;3.2.2021
Niedersachsen;143.452;292;5.193;3.362;3.2.2021
Nordrhein-Westfalen;490.236;2.298;14.553;11.149;3.2.2021
Rheinland-Pfalz;93.757;385;3.025;2.618;3.2.2021
Saarland;25.985;156;1.118;752;3.2.2021
Sachsen;181.338;715;4.293;6.469;3.2.2021
Sachsen-Anhalt;52.759;297;2.789;1.809;3.2.2021
Schleswig-Holstein;36.560;217;1.995;944;3.2.2021
Thüringen;66.356;535;3.177;2.261;3.2.2021
Gesamt;2.237.790;9.705;68.955;58.956;3.2.2021
