Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;246.440;1.510;13.836;5.052;5.1.2021
Bayern;337.095;2.528;21.018;7.163;5.1.2021
Berlin;99.525;771;4.260;1.327;5.1.2021
Brandenburg;43.163;276;3.616;1.015;5.1.2021
Bremen;13.803;56;547;208;5.1.2021
Hamburg;37.879;344;1.882;671;5.1.2021
Hessen;141.012;641;8.244;3.095;5.1.2021
Mecklenburg-Vorpommern;12.738;176;1.552;189;5.1.2021
Niedersachsen;111.453;676;7.057;2.101;5.1.2021
Nordrhein-Westfalen;404.488;1.969;20.990;7.010;5.1.2021
Rheinland-Pfalz;74.962;527;4.699;1.531;5.1.2021
Saarland;20.272;73;859;455;5.1.2021
Sachsen;141.002;1.302;12.165;3.412;5.1.2021
Sachsen-Anhalt;32.480;397;3.878;704;5.1.2021
Schleswig-Holstein;25.986;235;2.240;475;5.1.2021
Thüringen;45.112;416;5.159;1.110;5.1.2021
Gesamt;1.787.410;11.897;112.002;35.518;5.1.2021
