Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;214.466;2.245;23.067;4.101;22.12.2020
Bayern;292.735;2.975;28.340;5.802;22.12.2020
Berlin;88.029;1.145;7.259;1.024;22.12.2020
Brandenburg;33.461;1.082;5.116;694;22.12.2020
Bremen;12.642;43;911;172;22.12.2020
Hamburg;32.726;301;2.705;549;22.12.2020
Hessen;122.638;676;12.545;2.200;22.12.2020
Mecklenburg-Vorpommern;9.899;103;1.567;121;22.12.2020
Niedersachsen;96.232;1.236;9.087;1.684;22.12.2020
Nordrhein-Westfalen;357.298;4.579;34.281;5.425;22.12.2020
Rheinland-Pfalz;64.640;1.054;6.978;1.090;22.12.2020
Saarland;17.977;245;1.809;369;22.12.2020
Sachsen;109.194;2.180;17.378;2.315;22.12.2020
Sachsen-Anhalt;23.564;586;4.230;399;22.12.2020
Schleswig-Holstein;21.060;211;2.717;333;22.12.2020
Thüringen;33.619;867;6.388;728;22.12.2020
Gesamt;1.530.180;19.528;164.378;27.006;22.12.2020
