Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;166.641;1.798;16.648;3.022;7.12.2020
Bayern;231.896;2.221;23.144;4.325;7.12.2020
Berlin;71.442;355;6.760;683;7.12.2020
Brandenburg;22.433;227;2.944;421;7.12.2020
Bremen;10.818;57;765;137;7.12.2020
Hamburg;26.850;231;2.012;423;7.12.2020
Hessen;96.637;683;9.302;1.478;7.12.2020
Mecklenburg-Vorpommern;6.782;95;812;75;7.12.2020
Niedersachsen;77.741;708;6.090;1.266;7.12.2020
Nordrhein-Westfalen;287.179;2.363;25.458;3.954;7.12.2020
Rheinland-Pfalz;49.496;717;5.480;674;7.12.2020
Saarland;13.887;0;1.099;271;7.12.2020
Sachsen;70.168;1.924;13.108;1.292;7.12.2020
Sachsen-Anhalt;14.925;309;2.433;209;7.12.2020
Schleswig-Holstein;15.781;154;1.502;265;7.12.2020
Thüringen;20.979;490;3.790;424;7.12.2020
Gesamt;1.183.655;12.332;121.347;18.919;7.12.2020
