Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;194.357;645;17.728;3.640;17.12.2020
Bayern;272.883;5.045;27.626;5.309;17.12.2020
Berlin;82.253;1.317;6.535;929;17.12.2020
Brandenburg;29.215;1.160;4.097;605;17.12.2020
Bremen;12.086;221;909;163;17.12.2020
Hamburg;30.559;569;2.411;500;17.12.2020
Hessen;113.998;2.565;11.945;1.964;17.12.2020
Mecklenburg-Vorpommern;8.939;343;1.552;109;17.12.2020
Niedersachsen;88.898;1.630;7.294;1.523;17.12.2020
Nordrhein-Westfalen;332.684;6.003;31.677;4.927;17.12.2020
Rheinland-Pfalz;59.649;1.370;6.944;979;17.12.2020
Saarland;16.523;364;1.664;325;17.12.2020
Sachsen;95.616;3.207;16.916;1.923;17.12.2020
Sachsen-Anhalt;20.156;700;3.242;318;17.12.2020
Schleswig-Holstein;19.334;507;2.674;315;17.12.2020
Thüringen;29.011;1.277;5.846;596;17.12.2020
Gesamt;1.406.161;26.923;149.060;24.125;17.12.2020
