Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;36.227;+65;244;1.838;16.7.2020
Bayern;49.538;+111;478;2.613;16.7.2020
Berlin;8.699;+25;130;221;16.7.2020
Brandenburg;3.466;+1;18;167;16.7.2020
Bremen;1.697;+6;13;55;16.7.2020
Hamburg;5.233;+2;8;261;16.7.2020
Hessen;11.283;+66;215;514;16.7.2020
Mecklenburg-Vorpommern;805;+1;1;20;16.7.2020
Niedersachsen;13.887;+39;86;643;16.7.2020
Nordrhein-Westfalen;45.388;+155;859;1.711;16.7.2020
Rheinland-Pfalz;7.258;+36;142;238;16.7.2020
Saarland;2.824;+1;15;174;16.7.2020
Sachsen;5.484;+6;15;225;16.7.2020
Sachsen-Anhalt;1.926;+5;23;62;16.7.2020
Schleswig-Holstein;3.235;+6;34;154;16.7.2020
Thüringen;3.310;+9;23;182;16.7.2020
Gesamt;200.260;+534;2.304;9.078;16.7.2020
