Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;46.779;+351;1.645;1.871;19.9.2020
Bayern;64.395;+477;2.573;2.648;19.9.2020
Berlin;12.919;+186;658;227;19.9.2020
Brandenburg;4.079;+19;71;169;19.9.2020
Bremen;2.191;+14;71;59;19.9.2020
Hamburg;7.075;+65;251;269;19.9.2020
Hessen;17.516;+174;767;543;19.9.2020
Mecklenburg-Vorpommern;1.105;+12;48;20;19.9.2020
Niedersachsen;18.701;+172;827;669;19.9.2020
Nordrhein-Westfalen;64.692;+608;2.674;1.844;19.9.2020
Rheinland-Pfalz;10.037;+47;323;247;19.9.2020
Saarland;3.227;+13;60;176;19.9.2020
Sachsen;6.658;+77;273;226;19.9.2020
Sachsen-Anhalt;2.393;+13;49;66;19.9.2020
Schleswig-Holstein;4.384;+34;161;161;19.9.2020
Thüringen;3.919;+35;148;189;19.9.2020
Gesamt;270.070;+2.297;10.599;9.384;19.9.2020
