Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;34.813;+17;214;1.760;3.6.2020
Bayern;47.138;+109;442;2.466;3.6.2020
Berlin;6.874;+35;182;198;3.6.2020
Brandenburg;3.273;-1;24;156;3.6.2020
Bremen;1.447;+11;124;43;3.6.2020
Hamburg;5.098;0;13;253;3.6.2020
Hessen;10.080;+20;197;480;3.6.2020
Mecklenburg-Vorpommern;761;0;2;20;3.6.2020
Niedersachsen;12.114;+49;384;596;3.6.2020
Nordrhein-Westfalen;38.185;+85;577;1.607;3.6.2020
Rheinland-Pfalz;6.712;+8;65;230;3.6.2020
Saarland;2.735;5;23;163;3.6.2020
Sachsen;5.305;-4;43;212;3.6.2020
Sachsen-Anhalt;1.707;0;7;55;3.6.2020
Schleswig-Holstein;3.106;+3;33;146;3.6.2020
Thüringen;3.022;+5;95;166;3.6.2020
Gesamt;182.370;+342;2.425;8.551;3.6.2020
