Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;83.594;+1.260;12.913;2.031;2.11.2020
Bayern;109.349;+2.305;17.074;2.809;2.11.2020
Berlin;32.593;+362;6.040;261;2.11.2020
Brandenburg;8.326;+238;1.495;197;2.11.2020
Bremen;5.673;+151;1.290;73;2.11.2020
Hamburg;14.036;+283;1.932;288;2.11.2020
Hessen;43.379;+1.307;10.113;663;2.11.2020
Mecklenburg-Vorpommern;2.918;+53;734;23;2.11.2020
Niedersachsen;37.919;+970;6.830;762;2.11.2020
Nordrhein-Westfalen;139.485;+3.369;27.246;2.154;2.11.2020
Rheinland-Pfalz;20.962;+388;4.047;287;2.11.2020
Saarland;7.029;+289;1.584;192;2.11.2020
Sachsen;18.747;+773;4.463;324;2.11.2020
Sachsen-Anhalt;5.323;+119;1.156;81;2.11.2020
Schleswig-Holstein;8.456;+163;1.646;177;2.11.2020
Thüringen;7.238;+67;1.310;208;2.11.2020
Gesamt;545.027;+12.097;99.873;10.530;2.11.2020
