Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;35.446;+37;184;1.827;25.6.2020
Bayern;48.122;+127;250;2.583;25.6.2020
Berlin;8.021;+46;465;212;25.6.2020
Brandenburg;3.428;+15;53;165;25.6.2020
Bremen;1.653;0;34;49;25.6.2020
Hamburg;5.175;0;21;259;25.6.2020
Hessen;10.666;+21;197;505;25.6.2020
Mecklenburg-Vorpommern;796;+2;4;20;25.6.2020
Niedersachsen;13.378;+51;291;623;25.6.2020
Nordrhein-Westfalen;41.992;+314;1.715;1.669;25.6.2020
Rheinland-Pfalz;6.940;+16;56;235;25.6.2020
Saarland;2.801;0;6;169;25.6.2020
Sachsen;5.438;+2;50;223;25.6.2020
Sachsen-Anhalt;1.858;+2;50;58;25.6.2020
Schleswig-Holstein;3.140;+3;18;152;25.6.2020
Thüringen;3.225;-6;26;178;25.6.2020
Gesamt;192.079;+630;3.420;8.927;25.6.2020
