Bundesland;Anzahl;Differenz;Faelle;Todesfaelle;Stand
Baden-Württemberg;275.442;613;12.479;6.219;19.1.2021
Bayern;377.918;2.781;17.867;8.929;19.1.2021
Berlin;113.055;544;5.058;1.860;19.1.2021
Brandenburg;58.646;1.382;5.685;1.667;19.1.2021
Bremen;14.960;17;567;237;19.1.2021
Hamburg;43.077;263;1.724;917;19.1.2021
Hessen;159.409;441;7.855;4.072;19.1.2021
Mecklenburg-Vorpommern;16.902;160;1.911;310;19.1.2021
Niedersachsen;129.566;740;7.849;2.685;19.1.2021
Nordrhein-Westfalen;453.576;1.678;21.122;9.306;19.1.2021
Rheinland-Pfalz;85.559;918;4.357;2.104;19.1.2021
Saarland;23.204;58;1.047;628;19.1.2021
Sachsen;167.685;692;9.189;5.156;19.1.2021
Sachsen-Anhalt;43.612;430;4.651;1.181;19.1.2021
Schleswig-Holstein;31.391;220;2.537;675;19.1.2021
Thüringen;58.026;432;5.467;1.676;19.1.2021
Gesamt;2.052.028;11.369;109.365;47.622;19.1.2021
